block_id,block_name,service_name,rank_in_block
76,PHANSIDEWA,Apply - Submission of Form for Electoral Roll,4
76,PHANSIDEWA,Apply - GP Certificate,5
76,PHANSIDEWA,Application for Income Certificates,6
77,ARAMBAGH,Apply - Payment of WBSEDCL Electricity Bill,1
77,ARAMBAGH,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
77,ARAMBAGH,Application for Income Certificates,3
77,ARAMBAGH,Info - Old Age Pension Scheme,4
77,ARAMBAGH,Apply - ROR Application ,5
77,ARAMBAGH,Status of Application (Krishak Bandhu),6
78,PURSURAH,Apply - Payment of WBSEDCL Electricity Bill,1
78,PURSURAH,Info - Old Age Pension Scheme,2
78,PURSURAH,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
78,PURSURAH,Search - Status of Application of Swasthya Sathi Card,4
78,PURSURAH,Application for Income Certificates,5
78,PURSURAH,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
79,KHANAKUL-I,Apply - Payment of WBSEDCL Electricity Bill,1
79,KHANAKUL-I,Apply - ROR Application ,2
79,KHANAKUL-I,Search - GRN Information,3
79,KHANAKUL-I,Search - Status of Application of Swasthya Sathi Card,4
79,KHANAKUL-I,Application for Income Certificates,5
79,KHANAKUL-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
80,KHANAKUL-II,Apply - Payment of WBSEDCL Electricity Bill,1
80,KHANAKUL-II,Search - Status of Application of Swasthya Sathi Card,2
80,KHANAKUL-II,Apply - ROR Application ,3
80,KHANAKUL-II,Search - Download of e-Ration Card,4
80,KHANAKUL-II,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
80,KHANAKUL-II,Caste Certificate,6
81,GOGHAT-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
81,GOGHAT-I,Apply - Payment of WBSEDCL Electricity Bill,2
81,GOGHAT-I,Apply - ROR Application ,3
81,GOGHAT-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
81,GOGHAT-I,Status of Application (Krishak Bandhu),5
81,GOGHAT-I,Caste Certificate,6
82,GOGHAT-II,Apply - Payment of WBSEDCL Electricity Bill,1
82,GOGHAT-II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
82,GOGHAT-II,Application for Income Certificates,3
82,GOGHAT-II,Apply - ROR Application ,4
82,GOGHAT-II,Search - GRN Information,5
82,GOGHAT-II,Caste Certificate,6
83,BALAGARH,Apply - Payment of WBSEDCL Electricity Bill,1
83,BALAGARH,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
83,BALAGARH,Caste Certificate,3
83,BALAGARH,Application for Income Certificates,4
83,BALAGARH,Search - Status of Application of Swasthya Sathi Card,5
83,BALAGARH,Apply - ROR Application ,6
84,PANDUA,Apply - Payment of WBSEDCL Electricity Bill,1
84,PANDUA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
84,PANDUA,Caste Certificate,3
84,PANDUA,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
84,PANDUA,Search - Status of Application of Swasthya Sathi Card,5
84,PANDUA,Application for Income Certificates,6
85,CHINSURAHA MAGRA,Apply - Payment of WBSEDCL Electricity Bill,1
85,CHINSURAHA MAGRA,Search - Status of Application of Swasthya Sathi Card,2
85,CHINSURAHA MAGRA,Application for Income Certificates,3
85,CHINSURAHA MAGRA,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
85,CHINSURAHA MAGRA,Search - Application Status of Digital Ration Card Application,5
85,CHINSURAHA MAGRA,Apply- Addition of New Member after Receiving Card (Form Â A),6
86,POLBA DADPUR,Apply - Payment of WBSEDCL Electricity Bill,1
86,POLBA DADPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
86,POLBA DADPUR,Search - Application Status of Digital Ration Card Application,3
86,POLBA DADPUR,Search - Download of e-Ration Card,4
86,POLBA DADPUR,Application for Income Certificates,5
86,POLBA DADPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
87,DHANIAKHALI,Apply - Payment of WBSEDCL Electricity Bill,1
87,DHANIAKHALI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
87,DHANIAKHALI,Apply - ROR Application ,3
87,DHANIAKHALI,Caste Certificate,4
87,DHANIAKHALI,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
87,DHANIAKHALI,Application for Income Certificates,6
88,TARAKESHWAR,Apply - Payment of WBSEDCL Electricity Bill,1
88,TARAKESHWAR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
88,TARAKESHWAR,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
88,TARAKESHWAR,Apply - ROR Application ,4
88,TARAKESHWAR,Apply - Submission of Form for Electoral Roll,5
88,TARAKESHWAR,Application for Income Certificates,6
89,HARIPAL,Apply - Payment of WBSEDCL Electricity Bill,1
89,HARIPAL,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
89,HARIPAL,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
89,HARIPAL,Application for Income Certificates,4
89,HARIPAL,Apply - ROR Application ,5
89,HARIPAL,Search - Status of Application of Swasthya Sathi Card,6
90,SINGUR,Apply - Payment of WBSEDCL Electricity Bill,1
90,SINGUR,Search - Application Status of Digital Ration Card Application,2
90,SINGUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
90,SINGUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
90,SINGUR,Search - Download of e-Ration Card,5
90,SINGUR,Application for Income Certificates,6
91,SRIRAMPUR UTTARPARA,Apply - Payment of WBSEDCL Electricity Bill,1
91,SRIRAMPUR UTTARPARA,Apply - Land Revenue (Khajna),2
91,SRIRAMPUR UTTARPARA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
91,SRIRAMPUR UTTARPARA,Payment - Electricity Bill of CESC,4
91,SRIRAMPUR UTTARPARA,Search - Application Status of Digital Ration Card Application,5
91,SRIRAMPUR UTTARPARA,Apply - Online Trade Registration,6
92,CHANDITALA-I,Apply - Payment of WBSEDCL Electricity Bill,1
92,CHANDITALA-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
92,CHANDITALA-I,Apply - Submission of Form for Electoral Roll,3
92,CHANDITALA-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
92,CHANDITALA-I,Application for Income Certificates,5
92,CHANDITALA-I,Apply - Land Revenue (Khajna),6
93,CHANDITALA-II,Apply - Payment of WBSEDCL Electricity Bill,1
93,CHANDITALA-II,Apply - ROR Application ,2
93,CHANDITALA-II,Search - GRN Information,3
93,CHANDITALA-II,Apply - Land Revenue (Khajna),4
93,CHANDITALA-II,Search - Download of e-Ration Card,5
93,CHANDITALA-II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,6
94,JANGIPARA,Apply - Payment of WBSEDCL Electricity Bill,1
94,JANGIPARA,Apply - Submission of Form for Electoral Roll,2
94,JANGIPARA,Apply - Land Revenue (Khajna),3
94,JANGIPARA,Search - Download of e-Ration Card,4
94,JANGIPARA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
94,JANGIPARA,Application for Income Certificates,6
95,BALLY JAGACHA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
95,BALLY JAGACHA,Apply - Payment of WBSEDCL Electricity Bill,2
95,BALLY JAGACHA,Apply - New Digital Ration Card,3
95,BALLY JAGACHA,Apply - Land Revenue (Khajna),4
95,BALLY JAGACHA,Search - Application Status of Digital Ration Card Application,5
95,BALLY JAGACHA,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
96,DOMJUR,Apply - Payment of WBSEDCL Electricity Bill,1
96,DOMJUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
96,DOMJUR,Search - Application Status of Digital Ration Card Application,3
96,DOMJUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
96,DOMJUR,Search - Download of e-Ration Card,5
96,DOMJUR,Application for Income Certificates,6
97,PANCHLA,Apply - Payment of WBSEDCL Electricity Bill,1
97,PANCHLA,Application for Income Certificates,2
97,PANCHLA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
97,PANCHLA,Apply - ROR Application ,4
97,PANCHLA,Search - Download of e-Ration Card,5
97,PANCHLA,Apply - Land Revenue (Khajna),6
98,SANKRAIL,Apply - Payment of WBSEDCL Electricity Bill,1
98,SANKRAIL,Search - Application Status of Digital Ration Card Application,2
98,SANKRAIL,Search - Status of Application of Swasthya Sathi Card,3
98,SANKRAIL,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
98,SANKRAIL,Apply - OPD Registration,5
98,SANKRAIL,Caste Certificate,6
99,JAGATBALLAVPUR,Apply - Payment of WBSEDCL Electricity Bill,1
99,JAGATBALLAVPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
99,JAGATBALLAVPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
99,JAGATBALLAVPUR,Application for Income Certificates,4
99,JAGATBALLAVPUR,Caste Certificate,5
99,JAGATBALLAVPUR,Search - Status of Application of Swasthya Sathi Card,6
100,ULUBERIA-I,Application for Income Certificates,1
100,ULUBERIA-I,Apply - Payment of WBSEDCL Electricity Bill,2
100,ULUBERIA-I,Search - Status of Application of Swasthya Sathi Card,3
100,ULUBERIA-I,Search - Application Status of Digital Ration Card Application,4
100,ULUBERIA-I,Apply - Land Revenue (Khajna),5
100,ULUBERIA-I,Caste Certificate,6
101,ULUBERIA-II,Apply - Payment of WBSEDCL Electricity Bill,1
101,ULUBERIA-II,Application for Income Certificates,2
101,ULUBERIA-II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
101,ULUBERIA-II,Apply - Land Revenue (Khajna),4
101,ULUBERIA-II,Apply - Aadhaar & Mobile Link with Digital Ration Card,5
101,ULUBERIA-II,Search - Download of e-Ration Card,6
102,AMTA-I,Apply - Payment of WBSEDCL Electricity Bill,1
102,AMTA-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
102,AMTA-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
102,AMTA-I,Search - Status of Application of Swasthya Sathi Card,4
102,AMTA-I,Caste Certificate,5
102,AMTA-I,Search - Download of e-Ration Card,6
103,AMTA-II,Apply - Payment of WBSEDCL Electricity Bill,1
103,AMTA-II,Search - Application Status of Digital Ration Card Application,2
103,AMTA-II,Search - Status of Application of Swasthya Sathi Card,3
103,AMTA-II,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
103,AMTA-II,Search - Download of e-Ration Card,5
103,AMTA-II,Caste Certificate,6
104,BAGNAN-I,Apply - Payment of WBSEDCL Electricity Bill,1
104,BAGNAN-I,Application for Income Certificates,2
104,BAGNAN-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
104,BAGNAN-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
104,BAGNAN-I,Search - Status of Application of Swasthya Sathi Card,5
104,BAGNAN-I,Search - Application Status of Digital Ration Card Application,6
105,BAGNAN-II,Apply - Payment of WBSEDCL Electricity Bill,1
105,BAGNAN-II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
105,BAGNAN-II,Search - Download of e-Ration Card,3
105,BAGNAN-II,Search - Application Status of Digital Ration Card Application,4
105,BAGNAN-II,Application for Income Certificates,5
105,BAGNAN-II,Search - Status of Application of Swasthya Sathi Card,6
106,SHYAMPUR-I,Apply - Payment of WBSEDCL Electricity Bill,1
106,SHYAMPUR-I,Application for Income Certificates,2
106,SHYAMPUR-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
106,SHYAMPUR-I,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
106,SHYAMPUR-I,Caste Certificate,5
106,SHYAMPUR-I,Apply - ROR Application ,6
107,SHYAMPUR-II,Apply - Payment of WBSEDCL Electricity Bill,1
107,SHYAMPUR-II,Search - Status of Application of Swasthya Sathi Card,2
107,SHYAMPUR-II,Payment - e-Payment Stamp Duty & Registration Fees,3
107,SHYAMPUR-II,Search - GRN Information,4
107,SHYAMPUR-II,Application for Income Certificates,5
107,SHYAMPUR-II,Info - Old Age Pension Scheme,6
108,UDAYNARAYANPUR,Apply - Payment of WBSEDCL Electricity Bill,1
108,UDAYNARAYANPUR,Application for Income Certificates,2
108,UDAYNARAYANPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
108,UDAYNARAYANPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
108,UDAYNARAYANPUR,Caste Certificate,5
108,UDAYNARAYANPUR,Search - Download of e-Ration Card,6
109,JALPAIGURI (SADAR),Apply - Payment of WBSEDCL Electricity Bill,1
109,JALPAIGURI (SADAR),Caste Certificate,2
109,JALPAIGURI (SADAR),Apply - Aadhaar & Mobile Link with Digital Ration Card,3
109,JALPAIGURI (SADAR),Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
109,JALPAIGURI (SADAR),Search - Status of Application of Swasthya Sathi Card,5
109,JALPAIGURI (SADAR),Modify - Add member / FPS of Ration Card Holder,6
110,DHUPGURI,Caste Certificate,1
110,DHUPGURI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
110,DHUPGURI,Apply - Payment of WBSEDCL Electricity Bill,3
110,DHUPGURI,Application for Income Certificates,4
110,DHUPGURI,Modify - Add member / FPS of Ration Card Holder,5
110,DHUPGURI,Apply - Submission of Form for Electoral Roll,6
111,MAYNAGURI,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
111,MAYNAGURI,Apply - Payment of WBSEDCL Electricity Bill,2
111,MAYNAGURI,Caste Certificate,3
111,MAYNAGURI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
111,MAYNAGURI,Search - Application Status of Digital Ration Card Application,5
111,MAYNAGURI,Search - Status of Application of Swasthya Sathi Card,6
112,RAJGANJ,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
112,RAJGANJ,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
112,RAJGANJ,Apply - Payment of WBSEDCL Electricity Bill,3
112,RAJGANJ,Search - Application Status of Digital Ration Card Application,4
112,RAJGANJ,Search - Status of Application of Swasthya Sathi Card,5
112,RAJGANJ,Caste Certificate,6
113,MAL,Application for Income Certificates,1
113,MAL,Caste Certificate,2
113,MAL,Apply - New Digital Ration Card,3
113,MAL,Apply - Submission of Form for Electoral Roll,4
113,MAL,Apply - Payment of WBSEDCL Electricity Bill,5
113,MAL,Apply - Verification of Electoral Roll Online,6
114,MATIALI,Apply - Payment of WBSEDCL Electricity Bill,1
114,MATIALI,Application for Income Certificates,2
114,MATIALI,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
114,MATIALI,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
114,MATIALI,Search - Application Status of Digital Ration Card Application,5
114,MATIALI,Caste Certificate,6
115,NAGRAKATA,Apply - Payment of WBSEDCL Electricity Bill,1
115,NAGRAKATA,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
115,NAGRAKATA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
115,NAGRAKATA,Search - Application Status of Digital Ration Card Application,4
115,NAGRAKATA,Application for Income Certificates,5
115,NAGRAKATA,Caste Certificate,6
116,JHARGRAM,Application for Income Certificates,1
116,JHARGRAM,Apply - Payment of WBSEDCL Electricity Bill,2
116,JHARGRAM,Apply - GP Certificate,3
116,JHARGRAM,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
116,JHARGRAM,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5
116,JHARGRAM,Caste Certificate,6
117,JAMBONI,Application for Income Certificates,1
117,JAMBONI,Apply - Payment of WBSEDCL Electricity Bill,2
117,JAMBONI,Apply - GP Certificate,3
117,JAMBONI,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
117,JAMBONI,Apply - ROR Application ,5
117,JAMBONI,Caste Certificate,6
118,BINPUR-I,Apply - Payment of WBSEDCL Electricity Bill,1
118,BINPUR-I,Application for Income Certificates,2
118,BINPUR-I,Apply - GP Certificate,3
118,BINPUR-I,Caste Certificate,4
118,BINPUR-I,Apply - Plot Information,5
118,BINPUR-I,Search - Download of e-Ration Card,6
119,BINPUR-II,Caste Certificate,1
119,BINPUR-II,Application for Income Certificates,2
119,BINPUR-II,Apply - Payment of WBSEDCL Electricity Bill,3
119,BINPUR-II,Apply - GP Certificate,4
119,BINPUR-II,Apply - Plot Information,5
119,BINPUR-II,Apply - Ordinary Residencial Certificate,6
120,GOPIBALLAVPUR-I,Application for Income Certificates,1
120,GOPIBALLAVPUR-I,Apply - Payment of WBSEDCL Electricity Bill,2
120,GOPIBALLAVPUR-I,Caste Certificate,3
120,GOPIBALLAVPUR-I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
120,GOPIBALLAVPUR-I,Apply - GP Certificate,5
120,GOPIBALLAVPUR-I,Apply - ROR Application ,6
121,GOPIBALLAVPUR-II,Apply - Payment of WBSEDCL Electricity Bill,1
121,GOPIBALLAVPUR-II,Apply - ROR Application ,2
121,GOPIBALLAVPUR-II,Application for Income Certificates,3
121,GOPIBALLAVPUR-II,Apply - GP Certificate,4
121,GOPIBALLAVPUR-II,Search - Gram Panchayat Tax Payment,5
121,GOPIBALLAVPUR-II,Caste Certificate,6
122,SANKRAIL,Apply - Payment of WBSEDCL Electricity Bill,1
122,SANKRAIL,Application for Income Certificates,2
122,SANKRAIL,Apply - GP Certificate,3
122,SANKRAIL,Search - Status of Application of Swasthya Sathi Card,4
122,SANKRAIL,Search - NSAP under Jai Bangla,5
122,SANKRAIL,Caste Certificate,6
123,NAYAGRAM,Caste Certificate,1
123,NAYAGRAM,Application for Income Certificates,2
123,NAYAGRAM,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
123,NAYAGRAM,Apply - Payment of WBSEDCL Electricity Bill,4
123,NAYAGRAM,Info - Old Age Pension Scheme,5
123,NAYAGRAM,Apply - GP Certificate,6
124,GORUBATHAN,Apply - Payment of WBSEDCL Electricity Bill,1
124,GORUBATHAN,Apply - Land Revenue (Khajna),2
124,GORUBATHAN,Apply - Ordinary Residencial Certificate,3
124,GORUBATHAN,Apply - Submission of Form for Electoral Roll,4
124,GORUBATHAN,Application for applying learners licence,5
124,GORUBATHAN,Apply - GP Certificate,6
125,KALIMPONG-I,Apply - Payment of WBSEDCL Electricity Bill,1
125,KALIMPONG-I,Application for Income Certificates,2
125,KALIMPONG-I,Apply - Land Revenue (Khajna),3
125,KALIMPONG-I,Apply - Ordinary Residencial Certificate,4
125,KALIMPONG-I,Search - Status of Application of Swasthya Sathi Card,5
125,KALIMPONG-I,Caste Certificate,6
126,PEDONG,Application for Income Certificates,1
126,PEDONG,Apply - Land Revenue (Khajna),2
126,PEDONG,Apply - Ordinary Residencial Certificate,3
126,PEDONG,Apply - Payment of WBSEDCL Electricity Bill,4
126,PEDONG,Apply - Online Trade Registration,5
126,PEDONG,Caste Certificate,6
127,ENGLISH BAZAR,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
127,ENGLISH BAZAR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
127,ENGLISH BAZAR,Apply - Payment of WBSEDCL Electricity Bill,3
127,ENGLISH BAZAR,Search - Application Status of Digital Ration Card Application,4
127,ENGLISH BAZAR,Search - Schedule Paddy Sale,5
127,ENGLISH BAZAR,Apply for Birth & Death Certificate,6
128,GAZOLE,Apply - Payment of WBSEDCL Electricity Bill,1
128,GAZOLE,Application for Income Certificates,2
128,GAZOLE,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
128,GAZOLE,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
128,GAZOLE,Caste Certificate,5
128,GAZOLE,Apply - OPD Registration,6
129,HABIBPUR,Apply - Payment of WBSEDCL Electricity Bill,1
129,HABIBPUR,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
129,HABIBPUR,Application for Income Certificates,3
129,HABIBPUR,Search - Application Status of Digital Ration Card Application,4
129,HABIBPUR,Search - Download of e-Ration Card,5
129,HABIBPUR,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
130,KALIACHAK I,Apply - Aadhaar & Mobile Link with Digital Ration Card,1
130,KALIACHAK I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
130,KALIACHAK I,Apply - Payment of WBSEDCL Electricity Bill,3
130,KALIACHAK I,Search - Status of Application of Swasthya Sathi Card,4
130,KALIACHAK I,Search - Application Status of Digital Ration Card Application,5
130,KALIACHAK I,Modify - Add member / FPS of Ration Card Holder,6
131,KALIACHAK II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
131,KALIACHAK II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
131,KALIACHAK II,Apply - Payment of WBSEDCL Electricity Bill,3
131,KALIACHAK II,Apply - Submission of Form for Electoral Roll,4
131,KALIACHAK II,Modify - Add member / FPS of Ration Card Holder,5
131,KALIACHAK II,Search - Status of Application of Swasthya Sathi Card,6
132,KALIACHAK III,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
132,KALIACHAK III,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
132,KALIACHAK III,Apply - Payment of WBSEDCL Electricity Bill,3
132,KALIACHAK III,Apply for Birth & Death Certificate,4
132,KALIACHAK III,Modify - Add member / FPS of Ration Card Holder,5
132,KALIACHAK III,Application for Income Certificates,6
133,MANIKCHAK,Apply - Payment of WBSEDCL Electricity Bill,1
133,MANIKCHAK,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
133,MANIKCHAK,Search - Status of Application of Swasthya Sathi Card,3
133,MANIKCHAK,Caste Certificate,4
133,MANIKCHAK,Apply - New Digital Ration Card,5
133,MANIKCHAK,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
134,OLD MALDA,Apply - Payment of WBSEDCL Electricity Bill,1
134,OLD MALDA,Search - Application Status of Digital Ration Card Application,2
134,OLD MALDA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
134,OLD MALDA,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
134,OLD MALDA,Caste Certificate,5
134,OLD MALDA,Search - Download of e-Ration Card,6
135,BAMONGOLA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
135,BAMONGOLA,Apply - Payment of WBSEDCL Electricity Bill,2
135,BAMONGOLA,Caste Certificate,3
135,BAMONGOLA,Search - Status of Application of Swasthya Sathi Card,4
135,BAMONGOLA,Application for Income Certificates,5
135,BAMONGOLA,Apply - Submission of Form for Electoral Roll,6
136,CHANCHAL I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
136,CHANCHAL I,Apply - Submission of Form for Electoral Roll,2
136,CHANCHAL I,Apply - Payment of WBSEDCL Electricity Bill,3
136,CHANCHAL I,Info - Old Age Pension Scheme,4
136,CHANCHAL I,Application for Income Certificates,5
136,CHANCHAL I,Search - Status of Application of Swasthya Sathi Card,6
137,CHANCHAL II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
137,CHANCHAL II,Apply - Payment of WBSEDCL Electricity Bill,2
137,CHANCHAL II,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
137,CHANCHAL II,Search - Application Status of Digital Ration Card Application,4
137,CHANCHAL II,Info - Old Age Pension Scheme,5
137,CHANCHAL II,Search - Status of Application of Swasthya Sathi Card,6
138,HARISCHANDRAPUR I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
138,HARISCHANDRAPUR I,Apply - Payment of WBSEDCL Electricity Bill,2
138,HARISCHANDRAPUR I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
138,HARISCHANDRAPUR I,Search - Status of Application of Swasthya Sathi Card,4
138,HARISCHANDRAPUR I,Search - Download of e-Ration Card,5
138,HARISCHANDRAPUR I,Application for Income Certificates,6
139,HARISCHANDRAPUR II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,1
139,HARISCHANDRAPUR II,Apply - Payment of WBSEDCL Electricity Bill,2
139,HARISCHANDRAPUR II,Search - Status of Application of Swasthya Sathi Card,3
139,HARISCHANDRAPUR II,Modify - Member Name Correction after Receiving Card (Form Â C),4
139,HARISCHANDRAPUR II,Apply - Disability Certificate,5
139,HARISCHANDRAPUR II,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
140,RATUA I,Apply - Payment of WBSEDCL Electricity Bill,1
140,RATUA I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
140,RATUA I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
140,RATUA I,Search - Status of Application of Swasthya Sathi Card,4
140,RATUA I,Status of Application (Krishak Bandhu),5
140,RATUA I,Search - Application Status of Digital Ration Card Application,6
141,RATUA II,Apply - Payment of WBSEDCL Electricity Bill,1
141,RATUA II,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
141,RATUA II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,3
141,RATUA II,Application for Income Certificates,4
141,RATUA II,Search - Application Status of Digital Ration Card Application,5
141,RATUA II,Search - Download of e-Ration Card,6
142,BERHAMPORE,Apply - Payment of WBSEDCL Electricity Bill,1
142,BERHAMPORE,Apply - Aadhaar & Mobile Link with Digital Ration Card,2
142,BERHAMPORE,Application for Income Certificates,3
142,BERHAMPORE,Apply - Land Revenue (Khajna),4
142,BERHAMPORE,Apply - GP Certificate,5
142,BERHAMPORE,Apply - Ordinary Residencial Certificate,6
143,BELDANGA I,Apply - Payment of WBSEDCL Electricity Bill,1
143,BELDANGA I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
143,BELDANGA I,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
143,BELDANGA I,Modify - Add member / FPS of Ration Card Holder,4
143,BELDANGA I,Apply - Submission of Form for Electoral Roll,5
143,BELDANGA I,Apply - Verification of Electoral Roll Online,6
144,BELDANGA II,Apply - Payment of WBSEDCL Electricity Bill,1
144,BELDANGA II,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
144,BELDANGA II,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
144,BELDANGA II,Search - Application Status of Digital Ration Card Application,4
144,BELDANGA II,Modify - Add member / FPS of Ration Card Holder,5
144,BELDANGA II,Apply - GP Certificate,6
145,HARIHARPARA,Apply - Payment of WBSEDCL Electricity Bill,1
145,HARIHARPARA,Search - Status of Application of Swasthya Sathi Card,2
145,HARIHARPARA,Modify - Member Name Correction after Receiving Card (Form Â C),3
145,HARIHARPARA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
145,HARIHARPARA,Modify - Add member / FPS of Ration Card Holder,5
145,HARIHARPARA,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
146,NAODA,Apply - Payment of WBSEDCL Electricity Bill,1
146,NAODA,Search - Status of Application of Swasthya Sathi Card,2
146,NAODA,Apply - Aadhaar & Mobile Link with Digital Ration Card,3
146,NAODA,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
146,NAODA,Search - Application Status of Digital Ration Card Application,5
146,NAODA,Search - Download of e-Ration Card,6
147,DOMKAL,Apply - Payment of WBSEDCL Electricity Bill,1
147,DOMKAL,Search - Status of Application of Swasthya Sathi Card,2
147,DOMKAL,Modify - Member Name Correction after Receiving Card (Form Â C),3
147,DOMKAL,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,4
147,DOMKAL,Application for Income Certificates,5
147,DOMKAL,Apply - Aadhaar & Mobile Link with Digital Ration Card,6
148,RANINAGAR I,Apply - Payment of WBSEDCL Electricity Bill,1
148,RANINAGAR I,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,2
148,RANINAGAR I,Application for Income Certificates,3
148,RANINAGAR I,Apply - Aadhaar & Mobile Link with Digital Ration Card,4
148,RANINAGAR I,Apply - GP Certificate,5
148,RANINAGAR I,Payment - Tax or Fees,6
