bsk_id,bsk_name,district_name,sub_division_name,block_municipalty_name,gp_ward,gp_ward_distance,bsk_type,bsk_sub_type,bsk_code,no_of_deos,is_aadhar_center,bsk_address,bsk_lat,bsk_long,bsk_account_no,bsk_landline_no,is_saturday_open,is_active,district_id,block_mun_id,gp_id,sub_div_id,pin
1231,BELIATORE PHC,BANKURA,BANKURA SADAR SDO,BARJORA,BELIATORE,0.15,Rural,Health Center,BAN/H/R/01955,1,0,"VILL:-BELIATORE,P.O:-BELIATORE,P.S:-BELIATORE,DIST:-BANKURA,PIN:-722203",23.3189363,87.2211362,40458699713,"",YES,t,4,9,1369,2,722203
2483,MELERA  GP,BANKURA,KHATRA SDO,RAIPUR,MELERA,0,Rural,GP,BAN/H/R/02049,2,0,"Melera GP Office, Melera",22.681546,86.9077062,40460460624,"",YES,t,4,19,1493,4,722162
2996,"BR-VII, -IMA BUILDING",KOLKATA,KOLKATA MUNICIPAL CORPORATION,KOLKATA MUNICIPAL CORPORATION,WARD NO.-65,0,Urban,Borough Office,KOL/S/U/03062,2,1,"11/3,BIRESH GUHA STREET.KOL-700017",22.538720,88.371120,40460839431,,YES,t,24,391,6379,69,700017
3144,SI OFFICE KAMARHATI NEW,NORTH 24 PARGANAS,BARRACKPORE,KAMARHATI MUNICIPALITY,WARD NO.-34,2.3,Urban,CLRC,N24/S/U/02311,2,0,"1/160/B,JATINDAS NAGAR,BELGHARIA,KOLKATA-700056",22.660070,88.394810,40460330912,,NO,t,2,452,7197,41,700056
2484,MALIARA GP,BANKURA,BANKURA SADAR SDO,BARJORA,MALIARA,0,Rural,GP,BAN/H/R/02050,2,0,"Maliara, Bankura",23.4755656,87.2261382,40460460680,"",YES,t,4,9,1376,2,722142
518,JAMALDAHA GP,COOCH BEHAR,MEKHLIGANJ SDO,MEKHLIGANJ,CHANGRA BANDHA,0,Rural,GP,COO/L/R/00307,2,0,PS-MATHABHANGA PIN-735303,26.4342042,89.0266689,40460739753,,NO,t,7,56,118,11,735303
2599,RAMNAGAR-II GP,NADIA,RANAGHAT SDO,RANAGHAT -I,KALINARAYANPUR PAHARPUR,0,Rural,GP,NAD/H/R/01315,2,0,"Raghabpur, Habibpur, West Bengal 741402",23.2106947,88.5404073,40460546387,,NO,t,18,175,977,38,741402
1708,MAJHERGRAM GP,NADIA,KRISHNAGAR SADAR SDO,NAKASHIPARA,MAJHERGRAM,0,Rural,GP,NAD/H/R/01276,2,0,"VILL+PO-MAJHERGRAM, PS-NAKASHIPARA, DIST NAKASHIPARA, PIN 741137",23.6246994,88.2877477,40460531096,,NO,t,18,173,875,37,741137
2234,NAGRAKATA THANA LAMPS,JALPAIGURI,MAL SDO,NAGRAKATA,SULKAPARA,0.5,Rural,LAMPS,JAL/H/R/00193,2,0,"Village- Madhyam Sukhanibasti, Nagrakata,Pin- 735225",26.880298,88.908978,40460326655,"",YES,t,13,115,196,26,735225
2377,PURBASTHALI RH,PURBA BARDHAMAN,KALNA,PURBASTHALI II,PURBASTHALI,4.5,Rural,Health Center,PUB/H/R/01553,1,0,"PURBASTHALI RH,  PIN - 713513",23.4572793,88.3254078,40460439331,"",YES,t,5,256,1743,50,713513
3566,SERAMPORE MUNICIPALITY,HOOGHLY,SIRAMPUR SDO,SERAMPORE MUNICIPALITY,WARD NO.-8,2,Urban,Municipality,HOO/U/U/02600,2,1,"1 N S AVENUE, SERAMPORE",22.7512641,88.3405345,40460554127,03326521103,YES,t,11,377,8470,22,712401
3134,SI OFFICE HABRA 1,NORTH 24 PARGANAS,BARASAT SADAR,HABRA MUNICIPALITY,WARD NO.-22,0.5,Urban,CLRC,N24/S/R/02301,2,0,"HABRA 1 BLOCK SI OFFICE, HABRA, PRAFULLANAGAR , PIN-743268",22.8363186,88.6414316,40460330457,,NO,t,2,450,7556,40,743268
2889,SI OFFICE POLBA,HOOGHLY,CHINSURAHA SADAR SDO,POLBA DADPUR,POLBA,1,Rural,CLRC,HOO/S/R/02578,2,0,"VILL- POLBA, P.O-POLBA, P.S- POLBA, DIST- HOOGHLY,",22.9586749,88.3098551,40460759599,,NO,t,11,86,2542,21,712148
125,MAYURESWAR - II BDO,BIRBHUM,RAMPURHAT SDO,MAYURESWAR-II,KUNDOLA,0.5,Rural,BDO,BIR/P/R/01001,2,0,"VILL+P.O-KOTASUR,P.S-MAYURESWAR,DIST-BIRBHUM,PIN-731213",23.958028,87.7449622,40460442403,03462297634,NO,t,6,45,1149,6,731218
1896,GOTAN GP,PURBA BARDHAMAN,BARDHAMAN SADAR SOUTH,RAINA II,GOTAN,0,Rural,GP,PUB/H/R/01492,2,0,"GOTAN GP,JASHAPUR VILLAGE, PO:-BAIDYAPUR SHIBTALA,PIN:-712410",22.9766383,87.9015366,40460640539,,YES,t,5,248,1753,53,712410
375,BAGHMUNDI BLOCK,PURULIA,JHALDA,BAGHMUNDI,BAGHMUNDI,3,Rural,BDO,PUR/P/R/01719,2,0,"At post PATHARDI, P.S- BAGHMUNDI, DIST- PURULIA, PIN- 723152",23.1908425,86.0591459,40460620668,03252250056,NO,t,19,298,1194,59,723152
1318,BHURKUNA GP,BIRBHUM,SURI SADAR SDO,SURI-I,BHURKUNA,0,Rural,GP,BIR/H/R/01080,2,0,"Siur, Birbhum",23.8334299,87.4891274,40458700661,,NO,t,6,29,1022,7,731102
3276,SI OFFICE BHAGWANPUR,PURBA MEDINIPUR,EGRA,BHAGABANPUR I,BHAGWANPUR,0.03,Rural,CLRC,PUM/S/R/03511,2,0,"VILL: BHAGWANPUR, P.O- BHAGWANPUR, P.S- BHAGWANPUR, PIN- 721601, BLOCK- BHAGWANPUR 1",22.1017326,87.7514941,40460443949,,NO,t,15,274,2238,55,721601
3589,HABRA MUNICIPALITY,NORTH 24 PARGANAS,BARASAT SADAR,HABRA MUNICIPALITY,WARD NO.-14,0,Urban,Municipality,N24/U/R/02354,2,1,"HABRA MUNICIPALUTY,PRAMOD DASGUPTA SARANI,HABRA,P.O-HIJALPUKURIA,PIN-743271",22.8392206,88.6523306,40460625077,,NO,t,2,450,7549,40,743271
3359,BAGHMUNDI GP,PURULIA,JHALDA,BAGHMUNDI,BAGHMUNDI,0,Rural,GP,PUR/S/R/01887,2,0,"Vill+PO:  BAGHMUNDI, P. S. -BAGHMUNDI, DIST. -PURULIA, PIN-723212",23.1822045,86.057397,40460456028,,NO,t,19,298,1194,59,723152
2877,JANGIPARA GP,HOOGHLY,SIRAMPUR SDO,JANGIPARA,JANGIPARA,0,Rural,GP,HOO/S/R/02566,2,0,"Vill - Krishnanagar, P.O. - Jangipara, P.S. - Jangipara, Dist. - Hooghly",22.7400558,88.0563368,40460758891,03212297124,NO,t,11,94,2699,22,712404
2741,DHANARA GP,BANKURA,KHATRA SDO,KHATRA,DHANARA,0,Rural,GP,BAN/S/R/02073,2,0,"Dhanara Gram Panchayat PO- Chaka, PS- Khatra, Bankura",22.9878899,86.9191924,40460633565,"",YES,t,4,15,1444,4,722140
299,DURGAPUR-FARIDPUR,PASCHIM BARDHAMAN,DURGAPUR,DURGAPUR FARIDPUR,LAUDOHA,0.2,Rural,BDO,PAB/P/R/01623,2,1,DURGAPUR FARIDPUR BDO OFFICE DURGAPUR FARIDPUR BLOCK LAUDOHA PASCHIM BARDHAMAN 713385,23.6634874,87.3068461,40460538332,03412670015,NO,t,23,212,1783,46,713385
3205,CHAKMAKRAMPUR GP,PASCHIM MEDINIPUR,KHARAGPUR,KHARAGPUR-II,CHAKMAKRAMPUR,0,Rural,GP,PAM/S/R/02752,2,0,"VILL-MAWAPO-BARACHUPS-KHARAGPUR LOCALPIN-721301DIST-
PASCHIM  MIDNAPORE",22.3123724,87.4363883,40460337066,,NO,t,16,226,1907,48,721301
912,SRIKRISHNAPUR  GP,NORTH 24 PARGANAS,BARASAT SADAR,HABRA II,SRIKRISHNAPUR,0,Rural,GP,N24/L/R/02154,2,0,"Vill- Noorpur, PO- Srikrishnapur, PS- Ashoknagar, Dist.- North 24 Parganas, PIN-743711",22.9012407,88.5793291,40460325743,,NO,t,2,193,2753,40,743711
2970,SANKRAIL GP,JHARGRAM,JHARGRAM SDO,SANKRAIL,SANKRAIL,0,Rural,GP,JHA/S/R/02872,2,0,"Vill-Keshiapata, PO-Sankrail,Pin-721135",22.2092719,87.1340861,40460838030,,NO,t,22,122,2091,27,721135
3304,SI OFFICE NARGHAT,PURBA MEDINIPUR,TAMLUK,CHANDIPUR,BRINDABANPUR-I,0.5,Rural,CLRC,PUM/S/R/03537,1,0,"VILL: Math Chandipur, P.O- Chandipur, P.S- Chandipur, PIN- 721659, BLOCK- CHANDIPUR",22.096069,87.8585473,40460445335,03228295457,NO,t,15,266,2247,57,721659
1597,MAKDAMPUR GP,MALDAH,CHANCHAL SDO,CHANCHAL I,MOKDAMPUR,0,Rural,GP,MAL/H/R/00668,2,0,"Vill-NADISHIK  P.o-SINGHIA, Malda, PIN-732123",25.4421389,88.0068137,40458703797,,NO,t,14,136,455,29,732123
2466,BHALKA-BAROBISHA-2,ALIPURDUAR,ALIPURDUAR SDO,KUMARGRAM,BHALKA-BAROBISHA-2,0,Rural,GP,ALI/H/R/00266,1,0,VOLKA BAROBISHA NO-II GP OFFICE,26.4697353,89.8372352,40460451304,,NO,t,20,5,267,1,736207
2798,SI OFFICE RAMPURHAT WEST,BIRBHUM,RAMPURHAT SDO,RAMPURHAT-I,KUSUMBA,7,Rural,CLRC,BIR/S/R/01178,2,0,"RAMPURHAT-I DEV. BLOCK,SUNDIPUR MORE,P.O+P.S-RAMPURHAT,PIN-731224",24.1875461,87.7800567,40460747084,03461297116,NO,t,6,40,1124,6,731224
1788,"ADDA, ASANSOL",PASCHIM BARDHAMAN,ASANSOL,ASANSOL MUNICIPAL CORPORATION,WARD NO.-22,2,Urban,Municipal Corporation,PAB/H/U/01658,2,0,"Adda building, Kanyapur, Paschim Bardhaman, Asansol",23.7053093,86.9508005,40460554401,"",NO,t,23,456,9000,45,713305
1713,NAGARUKHRA-II GP,NADIA,KALYANI SDO,HARINGHATA,NAGARUKHRA-II,0,Rural,GP,NAD/H/R/01281,2,0,"Nagarukhra-II GP Office, Jhikra, PS-Haringhata, Dist.-Nadia",22.9019637,88.647128,40460531290,,NO,t,18,184,1013,36,741257
1704,KALINARAYANPUR PAHARPUR PHC,NADIA,RANAGHAT SDO,RANAGHAT -I,KALINARAYANPUR PAHARPUR,0.1,Rural,Health Center,NAD/H/R/01272,2,0,"Vil+P.o- Kalinarayanpur, P.s-Taherpur, Dist- Nadia  Pin- 741254",23.2122992,88.5729143,40460530911,03473260020,NO,t,18,175,977,38,741254
2613,DHOKRA SC,NORTH 24 PARGANAS,BASIRHAT,SWARUPNAGAR,SWARUPNAGAR-BANGLANI GP.,0.5,Rural,Health Center,N24/H/R/02262,2,0,"VILL-DHOKRA,P.O-BANGLANI,P.S-SWARUPNAGAR,DIST-NORTH 24 PARGANAS,PIN-743286,STATE-WEST BENGAL",22.8028649,88.8564133,40460547154,,NO,t,2,206,2872,42,743286
1281,KUSHADWIP GP,BANKURA,BISHNUPUR SDO,PATRASAYER,KUSHADWIP,0,Rural,GP,BAN/H/R/02005,2,0,"VILL+PO-PANDUA, 
PS- PATRASAYER",23.133561,87.4299956,40458700242,"",YES,t,4,26,1484,3,722206
1836,MOKRAMPUR GP,PASCHIM MEDINIPUR,KHARAGPUR,NARAYANGARH,MOKRAMPUR,0,Rural,GP,PAM/H/R/02664,2,0,"VILL-MAKRAMPURPO-MAKRAMPURPS-NARAYANGARHPIN-
721437DIST-PASCHIM  MIDNAPORE",22.2127456,87.3869368,40460556963,,NO,t,16,228,1941,48,721437
2841,"ADA OFFICE, HARIRAMPUR",DAKSHIN DINAJPUR,GANGARAMPUR SDO,HARIRAMPUR,BAGICHAPUR,1.5,Rural,ADA Office,DDR/S/R/00592,2,0,Gangarampur,25.3777537,88.2647768,40460749900,,NO,t,9,67,431,14,733125
2100,BISHNUPUR GP,UTTAR DINAJPUR,RAIGANJ SDO,HEMTABAD,BISHNUPUR,0,Rural,GP,UDR/H/R/00463,2,0,"VILL- BISHNUPUR  , HEMTABAD",25.7413483,88.256161,40460766380,,NO,t,10,335,351,68,733134
2007,GOLAMARA GP,PURULIA,PURULIA SADAR,PURULIA II,GOLAMARA,0,Rural,GP,PUR/H/R/01780,2,0,"VILL&PO-GOLAMARA, PO-723147",23.4297783,86.3694645,40460754308,,NO,t,19,286,1332,58,723147
3012,SULTANNAGAR GP,MALDAH,CHANCHAL SDO,HARISCHANDRAPUR II,SULTANNAGAR,0,Rural,GP,MAL/S/R/00717,2,0,Vill+PO- Barduary Dist-Malda,25.4209356,87.859168,40460322720,,NO,t,14,139,451,29,732125
516,NOWPARA GP,BIRBHUM,RAMPURHAT SDO,NALHATI-II,NOAPARA,0,Rural,GP,BIR/L/R/01055,2,0,"Vill- Nowpara-, p.o- nalhati",24.2696914,88.0050894,40460739639,,NO,t,6,43,1167,6,731220
2414,HURA RH,PURULIA,PURULIA SADAR,HURA,HURA,0.85,Rural,Health Center,PUR/H/R/01822,2,0,Vill+p.o+p.s- Hura Dist-purulia Pin-723130,23.3112795,86.6542934,40460441103,"",YES,t,19,287,1228,58,733130
1698,MAYURHAT-II GP,NADIA,RANAGHAT SDO,HANSKHALI,MAYURHAT-II,0,Rural,GP,NAD/H/R/01266,2,0,"Vill- Parbatikamari, P.O.- Benali, P.S.- Hanskhali, PIN-741502",23.3760617,88.6343234,40460530671,,NO,t,18,177,957,38,741502
179,POLBA-DADPUR BDO,HOOGHLY,CHINSURAHA SADAR SDO,POLBA DADPUR,AMNAN,1.5,Rural,BDO,HOO/P/R/02386,2,1,"VILL+PO:- BARUNANPARA, PS:- POLBA, DIST:- HOOGHLY, PIN:- 712148",22.9302107,88.3052409,40460453050,03213220031,NO,t,11,86,2547,21,712148
2450,BASULDANGA GP,SOUTH 24 PARGANAS,DIAMOND HARBOUR,DIAMOND HARBOUR I,BASULDANGA,0,Rural,GP,S24/H/R/03250,2,0,"BASULDANGA
Village Basuldanga
Post Office Basuldanga
Police Station Diamond Harbour
District South 24 Parganas
PIN 743368",22.2055038,88.2363384,40460450446,,NO,t,3,321,3036,65,743368
1655,MONIGRAM GP,MURSHIDABAD,JANGIPUR SDO,SAGARDIGHI,MONIGRAM,1.5,Rural,GP,MUR/H/R/00863,2,0,VIL-MONIGRAM. PS-SAGARDIGHI. DIST-MURSHIDABAD. PIN-742237,24.35355874,88.12104184,40460458741,,NO,t,17,155,818,33,742237
2037,SANTURI GP,PURULIA,RAGHUNATHPUR,SANTURI,SANTURI,0,Rural,GP,PUR/H/R/01810,2,0,"VILL+PO-SANTURI,P.S-SANTURI,DIST-PURULIA,PIN-723133",23.5243841,86.8575606,40460756349,,NO,t,19,303,1353,61,723133
2859,SI OFFICE BALAGARH PACHIM,HOOGHLY,CHINSURAHA SADAR SDO,BALAGARH,BAKULIA DHOBAPARA,1,Rural,CLRC,HOO/S/R/02548,2,0,"VILL-TEORNOI,PO-SOMRA,PS-BALAGARH,DIST-HOOGHLY",23.1348557,88.4047818,40460757886,,NO,t,11,83,2531,21,712123
2638,KALAGRAM GP,PASCHIM MEDINIPUR,MIDNAPORE SADAR,KESHPUR,KALAGRAM,0,Rural,GP,PAM/H/R/02716,2,0,"VILL-CHUTERGERIAPO-KALAGRAMPS-KESHPURPIN-721150DIST-
PASCHIM  MIDNAPORE",22.563553,87.5137177,40460557286,,NO,t,16,234,1871,49,721150
2370,RAINA GP,PURBA BARDHAMAN,BARDHAMAN SADAR SOUTH,RAINA I,RAINA,0,Rural,GP,PUB/H/R/01546,2,0,"VILL+P.O-RAINA, P.S- RAINA, DIST-PURBA BARDHAMAN, P-713421",23.0710548,87.9042019,40460341970,"",YES,t,5,247,1747,53,713421
2306,AMDANGA GP ,NORTH 24 PARGANAS,BARASAT SADAR,AMDANGA,AMDANGA,0,Rural,GP,N24/H/R/02233,2,0,Arkhali Amdangar,22.8001111,88.5053841,40460333118,,NO,t,2,190,2778,40,743221
1589,SREEPUR-II GP,MALDAH,CHANCHAL SDO,RATUA II,SRIPUR-II,0,Rural,GP,MAL/H/R/00660,2,0,"VILL- BORAIL, PO- KUMARGANJ, PS- PUKHURIA, DIST- MALDA, PIN- 732102",25.2191452,88.0637449,40458703695,,NO,t,14,141,479,29,732102
258,CHAPRA,NADIA,KRISHNAGAR SADAR SDO,CHAPRA,CHAPRA-I,0,Rural,BDO,NAD/P/R/01193,2,1,"VILL-CHAPRA, P.O-BANGALJHI , P.S-CHAPRA,DIST-NADIA,PIN-741123",23.5295116,88.547669,40460466401,,NO,t,18,174,886,37,741123
3085,MAYAPUR BAMANPUKUR -1 GP,NADIA,KRISHNAGAR SADAR SDO,NABADWIP,MB-I,0,Rural,GP,NAD/S/U/01337,2,0,"BAMANPUKUR,SREE MAYAPUR,NABADWIP, NADIA,741313",23.4462705,88.4042904,40460328574,03472296062,NO,t,18,172,942,37,741313
61,TEHATTA SDO,NADIA,TEHATTA SDO,TEHATTA -I,TEHATTA,1.5,Rural,SDO,NAD/P/R/01191,2,1,"VILL+PO+PS-TEHATTA, PIN NO- 741160, NADIA.",23.7285085,88.5285618,40460342431,,NO,t,18,179,860,39,741160
2807,SI OFFICE DINHATA INTENSIVE,COOCH BEHAR,DINHATA SDO,DINHATA -I,DINHATA VILLAGE -I,0.5,Urban,CLRC,COO/S/U/00400,2,0,"DINHATA-I BLOCK OFFICE COMPLEX, PO+PS- DINHATA, DIST- COOCHBEHAR, PIN- 736135",26.1393717,89.4596273,40460747528,"",NO,t,7,50,43,9,736135
297,ANDAL,PASCHIM BARDHAMAN,DURGAPUR,ANDAL,ANDAL,0.9,Rural,BDO,PAB/P/R/01621,2,1,"ANDAL MORE, NEAR KALI MANDIR, P.O- ANDAL, DIST- PASCHIM BARDHAMAN, PIN- 713321",23.5889266,87.2053673,40460538230,,NO,t,23,213,1793,46,713321
224,KALIACHAK I BDO,MALDAH,MALDA SADAR SDO,KALIACHAK I,KALIACHAK-II,3,Rural,BDO,MAL/P/R/00610,2,0,"VIL&PO-BALIADANGA, PS-KALIACHAK, DIST-MALDA, PIN-732201",24.871627,88.0313309,40460464039,,NO,t,14,130,547,30,732201
2229,DHUPGURI RH,JALPAIGURI,JALPAIGURI SDO,DHUPGURI,GADHEARKUTHI,1,Urban,Health Center,JAL/H/R/00188,2,0,"Dhupguri Hospital Para Ward no 8 , Dhupguri, Bairatiguri, Jalpaiguri, 735210",26.5792203,89.0292011,40460326509,"",YES,t,13,110,137,25,735210
1613,AZIMGANJ P.H.C,MURSHIDABAD,LALBAG SDO,JIAGANJ-AZIMGANJ MUNICIPALITY,WARD NO.-13,0.1,Urban,Health Center,MUR/H/R/00821,2,0,"VILL&POST-AZIMGANJ, PS-JIAGANJ, DIST-MURSHIDABAD,PIN-742122",24.2393208,88.2549086,40458703979,03483253004,NO,t,17,414,6535,35,742122
966,GOALTORE GP,PASCHIM MEDINIPUR,MIDNAPORE SADAR,GARHBETA-II,GOALTORE,0,Rural,GP,PAM/L/R/03581,2,0,"VILL-GoaltorePO-GoaltorePS-GoaltorePIN-721128DIST-PASCHIM
MIDNAPORE",22.7096431,87.172764,40460639691,03227295622,NO,t,16,232,1843,49,721128
1977,MYSORA GP,PURBA MEDINIPUR,TAMLUK,PANSKURA,MYSORA,0,Rural,GP,PUM/H/R/03458,2,0,"Vill + P.O. - Patanda ,P.S.- Panskura, PIN-721139",22.4611147,87.6968449,40460745418,03228255006,NO,t,15,262,2156,57,721139
2816,SI OFFICE MEKHLIGANJ SOUTH,COOCH BEHAR,MEKHLIGANJ SDO,MEKHLIGANJ,CHANGRA BANDHA,1.5,Urban,CLRC,COO/S/R/00409,2,0,Mekhliganj Municipality .Ward No 07. Ps- Mekhliganj.Dist-Coochbehar. Pin-735304,26.349891,88.906139,40460748102,"",NO,t,7,56,118,11,735304
2645,MUGBASAN GP,PASCHIM MEDINIPUR,MIDNAPORE SADAR,KESHPUR,MUGBASAN,0,Rural,GP,PAM/H/R/02723,2,0,"VILL-MUGBASANPO-MUGBASANPS-KESHPURPIN-721150DIST-
PASCHIM  MIDNAPORE",22.5986665,87.479984,40460557730,,NO,t,16,234,1865,49,721150
3182,SI OFFICE CHANDRAKONA-I,PASCHIM MEDINIPUR,GHATAL,CHANDRAKONA MUNICIPALITY,WARD NO.-5,2,Urban,CLRC,PAM/S/R/02729,2,0,"vill+po-Khirpai P.s-chandrakona,dist-paschim medinipur,pin-721232",22.7172051,87.6106645,40460336186,,NO,t,16,460,8738,47,721232
1538,"RI OFFICE, SAPTIBARI-I",JALPAIGURI,JALPAIGURI SDO,MAYNAGURI,SAPTIBARI-I,0.1,Rural,BL&LRO,JAL/H/R/00182,2,0,"P.O-SAPTIBARI ,PS-MAYNAGURI,BLOCK-MAYNAGURI,JALPAIGURI",26.5120194,88.9245126,40458703118,"",YES,t,13,111,185,25,735224
431,RAIGANJ BDO,UTTAR DINAJPUR,RAIGANJ SDO,RAIGANJ,MARAIKURA,2,Urban,BDO,UDR/P/R/00438,2,1,"VILL-PURBASHA PARA, P.S.+P.O.- RAIGANJ, BLOCK- RAIGANJ, PIN- 733134 , DIST- UTTAR DINAJPUR",25.6096141,88.1332885,40460634218,03523252158,NO,t,10,334,337,68,733134
312,GARHBETA-I BDO,PASCHIM MEDINIPUR,MIDNAPORE SADAR,GARHBETA-I,GARHBETA,0.8,Rural,BDO,PAM/P/R/02620,2,0,"Vill -Garhbeta ,po-Garhbeta P.S-Garhbeta  , 721127",22.8565841,87.3507121,40460539062,03227295303,NO,t,16,231,1841,49,721127
635,DASGHARA-II GP,HOOGHLY,CHINSURAHA SADAR SDO,DHANIAKHALI,DASGHARA-II,0,Rural,GP,HOO/L/R/02409,2,0,Vill+P.O.-Dasghara,22.968301,88.0311332,40460762932,,NO,t,11,87,2557,21,712402
1301,BATIKAR GP,BIRBHUM,BOLPUR SDO,ILLAMBAZAR,BATIKAR GRAM PANCHAYAT,0,Rural,GP,BIR/H/R/01063,2,0,"BATIKAR, BIRBHUM",23.7610787,87.5309101,40458700479,,NO,t,6,37,1089,5,731121
1338,RUDRANAGAR GP,BIRBHUM,RAMPURHAT SDO,MURARAI-II,RUDRANAGAR,0,Rural,GP,BIR/H/R/01100,2,0,"VILL-RUDRANAGAR,PO-RUDRANAGAR",24.383769,87.8817834,40458700887,03465297306,NO,t,6,47,1184,6,731238
505,GORSHA GP,BIRBHUM,RAMPURHAT SDO,MURARAI-I,GORSHA,0,Rural,GP,BIR/L/R/01044,2,0,"Vill: Dalimba, PO: Bandhaipur, Birbhum",24.5294057,87.8895722,40460739061,,YES,t,6,46,1171,6,731222
778,AZIM US SUN RURAL LIBRARY,MURSHIDABAD,JANGIPUR SDO,DHULIAN MUNICIPALITY,WARD NO.-9,2.0,Urban,Library,MUR/L/U/00768,2,0,"Vill- Uttar Gazinagar, PO- Mahadebnagar, PS- Samserganj, Dist- Murshidabad, PIN- 742202",24.6895468,87.9445534,40460842514,,NO,t,17,411,6547,33,742202
3073,SI OFFICE SANTIPUR NEW,NADIA,RANAGHAT SDO,SANTIPUR MUNICIPALITY,WARD NO.-19,1,Urban,CLRC,NAD/S/R/01325,2,0,"CHUNURI PARA STREET, SANTIPUR, NADIA, 741404",23.2435001,88.4216347,40460328154,,NO,t,18,426,8282,38,741404
338,KETUGRAM - I,PURBA BARDHAMAN,KATWA,KETUGRAM I,KANDRA JNANADAS,0.1,Rural,BDO,PUB/P/R/01396,2,1,"vill+p.o-Kandra ,p.s-ketugram ,Dist-Purba Bardhaman,pin-713129",23.7372131,87.9720074,40460549480,,NO,t,5,251,1656,51,713129
741,CHANDAREKHA GP,JHARGRAM,JHARGRAM SDO,NAYAGRAM,CHANDAREKHA,0,Rural,GP,JHA/L/R/02809,2,0,"Vill-Kesharekha,PO-Chilkipada",21.9425768,87.0539761,40460840527,03223267490,NO,t,22,123,2107,27,721125
2585,HIZOLE GP,MURSHIDABAD,KANDI SDO,KANDI,HIZOLE,0,Rural,GP,MUR/H/R/00916,1,0,VILL+PO: BENIPUR PS: BURWAN DIST: MURSHIDABAD PIN: 742140,23.9860776,88.1065543,40460545634,,NO,t,17,158,726,34,742140
1955,DARIAPUR GP,PURBA MEDINIPUR,CONTAI,DESHAPRAN,DARIAPUR,0,Rural,GP,PUM/H/R/03436,2,0,"Vill + P.O. - Dariapur, P.S.- Contai, Pin-721442",21.7897392,87.8577575,40460743895,03220253618,NO,t,15,283,2290,54,721442
2608,BEGUMPUR BIBIPUR GP,NORTH 24 PARGANAS,BASIRHAT,BASIRHAT II,BEGUMPUR BIBIPUR,0,Rural,GP,N24/H/R/02257,2,0,"Vill- Swarupnagar, PO-  Kachua Swarupnagar, PS- Matia, PIN 743293",22.6913698,88.725828,40460546900,,YES,t,2,199,2810,42,743293
2590,MAZPARA,MURSHIDABAD,DOMKAL SDO,DOMKAL,DHULAURI,2.0,Rural,Health Center,MUR/H/R/00921,2,0,VILL MAJHPARA PO PER RAGHUNATHPUR PS DOMKAL DIST MURSHIDABAD PIN 742303,24.1708552,88.5976525,40460545985,,NO,t,17,147,644,32,742303
307,DANTAN-I BDO,PASCHIM MEDINIPUR,KHARAGPUR,DANTAN-I,DANTAN-I,0.4,Rural,BDO,PAM/P/R/02615,2,0,"VILL- CHAULIA, P.O +P.S- DANTAN,  PIN-721426",21.9409694,87.2772489,40460538795,,NO,t,16,221,1932,48,721426
3413,ANDHARMANIK GP,SOUTH 24 PARGANAS,ALIPORE SADAR,BISHNUPUR I,ANDHARMANIK,0,Rural,GP,S24/S/R/03319,2,0,"Vill-Kalmikhali,P.O.-Andharmanik, P.S.- Bishnupur, Pin-743503",22.3785429,88.3585709,40460528222,,NO,t,3,305,3175,62,743503
2804,BURIRHATL1 GP,COOCH BEHAR,DINHATA SDO,DINHATA -II,BURIRHAT-II,0,Rural,GP,COO/S/R/00397,2,0,"VILL+PO-FALIMARI, PS- BOXIRHAT, DIST- COOCHBEHAR, PIN-736131",26.152811,89.5112991,40460747404,,NO,t,7,51,48,9,736134
3017,CRC OFFICE ATTACHED WITH MALDA TOWN HIGH SCHOOL,MALDAH,MALDA SADAR SDO,ENGLISH BAZAR MUNICIPALITY,WARD NO.-3,0,Urban,CLRC,MAL/S/U/00722,2,0,"Office of Sub Inspector of Schools Urban Circle,Malancha pally,Ps=Englishbazar,Po+Dist=malda,Pin=732103",24.9919168,88.1349937,40460322822,,NO,t,14,407,7583,30,732101
2418,KOTSHILA RH,PURULIA,JHALDA,JHALDA II,NOWAHATU,0.15,Rural,Health Center,PUR/H/R/01826,2,0,"VILL-KOTSHILA,PO-JIUDARU,PS-KOTSHILA,DIST-PURULIA,PIN-723213,STATE-WESTBENGAL",23.404075,86.069971,40460441238,,NO,t,19,296,1252,59,723213
3531,BHATPARA MUNICIPALITY,NORTH 24 PARGANAS,BARRACKPORE,BHATPARA MUNICIPALITY,WARD NO.-8,0,Urban,Municipality,N24/U/U/02332,2,1,"BHATPARA SI OFFICE,RATHTALA,P.O:FINGAPARA,P.S.BHATPARA,NORTH 24 PARGANAS,PIN-743129",22.8678967,88.4021817,40460552573,03325813029,NO,t,2,436,6773,41,743129
1830,CHAULKURI GP,PASCHIM MEDINIPUR,KHARAGPUR,SABANG,CHAULKURI,0,Rural,GP,PAM/H/R/02658,2,0,"VILL-ERAL BAZARPO-ERAL BAZARPS-SABANGPIN-721144DIST-
PASCHIM  MIDNAPORE",22.1327015,87.5991566,40460556623,,NO,t,16,230,1977,48,721144
942,PRITHIBA GP,NORTH 24 PARGANAS,BARASAT SADAR,HABRA I,PRITHIBA,0,Rural,GP,N24/L/R/02182,2,0,"PRITHIBA GP, HABRA",22.7878859,88.643681,40460338479,,NO,t,2,192,2749,40,743704
