district_id,district_name,service_id,service_name,unique_citizen_count,citizen_percentage,rank_in_district
5.0,PURBA BARDHAMAN,368,Application for applying learners licence,63,0.1,87.0
5.0,PURBA BARDHAMAN,413,Search - Marriage Record,61,0.1,88.0
5.0,PURBA BARDHAMAN,422,Search - Welcome Letter New Connection (LT),61,0.1,88.0
5.0,PURBA BARDHAMAN,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),60,0.1,89.0
5.0,PURBA BARDHAMAN,161,Apply - Building and other Construction Workers Pension Scheme,59,0.1,90.0
5.0,PURBA BARDHAMAN,298,Search - Entrance Result of VOCLET,59,0.1,90.0
5.0,PURBA BARDHAMAN,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),58,0.1,91.0
5.0,PURBA BARDHAMAN,416,Search - Download Marriage Certificate,58,0.1,91.0
5.0,PURBA BARDHAMAN,399,Apply - FPC Enrollment,55,0.1,92.0
5.0,PURBA BARDHAMAN,162,Search - Subscription of Building and other Construction Workers Pension Scheme Information,54,0.1,93.0
5.0,PURBA BARDHAMAN,482,Search Preferred Colleges & Courses,53,0.1,94.0
5.0,PURBA BARDHAMAN,2,Application for Aikyasree Scholarship,52,0.1,95.0
5.0,PURBA BARDHAMAN,140,Search - Blood Test Report,50,0.1,96.0
5.0,PURBA BARDHAMAN,369,Status - Application of Learners Licence,50,0.1,96.0
5.0,PURBA BARDHAMAN,380,Search Status of Seed License,50,0.1,96.0
5.0,PURBA BARDHAMAN,229,Search - West Bengal Homestay,49,0.1,97.0
5.0,PURBA BARDHAMAN,468,Apply - Registration of Migrant Workers,49,0.1,97.0
5.0,PURBA BARDHAMAN,186,Search - Guideline & View Job Card Detail,48,0.1,98.0
5.0,PURBA BARDHAMAN,400,Apply - Group Enrollment Form other than FPC,47,0.1,99.0
5.0,PURBA BARDHAMAN,265,Search - Jal Dharo Jal Bharo Scheme,45,0.1,100.0
5.0,PURBA BARDHAMAN,228,Search - WBTDCL Properties Booking,44,0.1,101.0
5.0,PURBA BARDHAMAN,185,Search - Anandadhara Scheme,43,0.1,102.0
5.0,PURBA BARDHAMAN,196,Apply - Citizens Grievance Redressal,43,0.1,102.0
5.0,PURBA BARDHAMAN,354,Payment - Electricity Bill of CESC,43,0.1,102.0
5.0,PURBA BARDHAMAN,483,Registration & Admission,43,0.1,102.0
5.0,PURBA BARDHAMAN,76,Renewal - Seed License,41,0.1,103.0
5.0,PURBA BARDHAMAN,243,Application for mutation of holding in municipality/ Municipal Corporation,41,0.1,103.0
5.0,PURBA BARDHAMAN,253,Apply - Issuance of Trade Licence in Municipal Areas,40,0.1,104.0
5.0,PURBA BARDHAMAN,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),40,0.1,104.0
5.0,PURBA BARDHAMAN,414,Search - Application for Objection,38,0.1,105.0
5.0,PURBA BARDHAMAN,183,Modify - Term Loan Application,37,0.1,106.0
5.0,PURBA BARDHAMAN,272,Apply - Rupashree Prakalpa,37,0.1,106.0
5.0,PURBA BARDHAMAN,275,Apply - Grievance to CMO,37,0.1,106.0
5.0,PURBA BARDHAMAN,461,Search - Group Loan Status,37,0.1,106.0
5.0,PURBA BARDHAMAN,273,Search - Khelasree Scheme,36,0.1,107.0
5.0,PURBA BARDHAMAN,173,Apply - Marriage Certificate ,35,0.1,108.0
5.0,PURBA BARDHAMAN,457,Search - PMSVA Nidhi Scheme,35,0.1,108.0
5.0,PURBA BARDHAMAN,175,Apply - Karma Sathi Prakalpa Scheme,33,0.1,109.0
5.0,PURBA BARDHAMAN,342,Search - Printing of Renewal Demand (CE)  (only for KMC),31,0.1,110.0
5.0,PURBA BARDHAMAN,255,Apply - Renewal of Trade License in Municipal Areas,30,0.1,111.0
5.0,PURBA BARDHAMAN,381,Download Certificate - Seed License,30,0.1,111.0
5.0,PURBA BARDHAMAN,425,Search - Payment of Tax (MV),30,0.1,111.0
5.0,PURBA BARDHAMAN,459,Modify - Group Loan Application,30,0.1,111.0
5.0,PURBA BARDHAMAN,91,Search - Diary Scheme Information,29,0.1,112.0
5.0,PURBA BARDHAMAN,158, Search - Term Loan Status,28,0.1,113.0
5.0,PURBA BARDHAMAN,274,Search - Club Grant,28,0.1,113.0
5.0,PURBA BARDHAMAN,293,Apply - Farm Mechanisation,28,0.1,113.0
5.0,PURBA BARDHAMAN,412,Apply - Certified Copy of Marriage Records,28,0.1,113.0
5.0,PURBA BARDHAMAN,326,Registration - Micro Irrigation,28,0.1,113.0
5.0,PURBA BARDHAMAN,179,Apply - Fresh Term Loan Application,26,0.1,114.0
5.0,PURBA BARDHAMAN,202,Apply - Renewal of Electrical Supervisor License,26,0.1,114.0
5.0,PURBA BARDHAMAN,314,Search  - Counselling for Result for VOCLET,26,0.1,114.0
5.0,PURBA BARDHAMAN,92,Search - Livestock Scheme,25,0.1,115.0
5.0,PURBA BARDHAMAN,304,Apply - Micro Finance Loan Minorities of West Bengal,25,0.1,115.0
5.0,PURBA BARDHAMAN,410,Online Deposit of Rent by Tenants,25,0.1,115.0
5.0,PURBA BARDHAMAN,429,Apply - Renewal of Registration (RC),25,0.1,115.0
5.0,PURBA BARDHAMAN,77,Modify - Seed License,25,0.1,115.0
5.0,PURBA BARDHAMAN,152,Apply - Refinance of Term Loan,24,0.0,116.0
5.0,PURBA BARDHAMAN,157,Search - Firecracker License Information,24,0.0,116.0
5.0,PURBA BARDHAMAN,427,Vahan - Change of Address / Hypothecation addition / Duplicate RC,24,0.0,116.0
5.0,PURBA BARDHAMAN,465,Apply - RC Particulars,24,0.0,116.0
5.0,PURBA BARDHAMAN,211,Search - Drinking Water Schemes,23,0.0,117.0
5.0,PURBA BARDHAMAN,218,Search - Muktidhara Scheme Information ,23,0.0,117.0
5.0,PURBA BARDHAMAN,244,Search - e-Services Information of Municipal / Urban services,23,0.0,117.0
5.0,PURBA BARDHAMAN,302,Apply - Jaago,23,0.0,117.0
5.0,PURBA BARDHAMAN,463,Apply - Conversion of Vehicle,23,0.0,117.0
5.0,PURBA BARDHAMAN,466,Vahan - Mobile Number Update,23,0.0,117.0
5.0,PURBA BARDHAMAN,112,Valuation - Stamp Duty Information,22,0.0,118.0
5.0,PURBA BARDHAMAN,460,Apply - Refinance of Group Loan,22,0.0,118.0
5.0,PURBA BARDHAMAN,160,Search - Agriculture & Irrigation Schemes,21,0.0,119.0
5.0,PURBA BARDHAMAN,417,Status - Application Banglashree Scheme,21,0.0,119.0
5.0,PURBA BARDHAMAN,464,Apply - Alternation of Vehicle,21,0.0,119.0
5.0,PURBA BARDHAMAN,219,Apply - SVSKP Application ,20,0.0,120.0
5.0,PURBA BARDHAMAN,458,Apply - Group Loan and Fresh Loan,20,0.0,120.0
5.0,PURBA BARDHAMAN,426,Apply - Transfer of Ownership,20,0.0,120.0
5.0,PURBA BARDHAMAN,180,Apply - SHG Loan Application,19,0.0,121.0
5.0,PURBA BARDHAMAN,87,Apply - Application for Farm Produce Transport,18,0.0,122.0
5.0,PURBA BARDHAMAN,462,Apply - Fitness Renewal,18,0.0,122.0
5.0,PURBA BARDHAMAN,75,Apply - Seed License,18,0.0,122.0
5.0,PURBA BARDHAMAN,428,Apply - No Objection Certificate (NOC),18,0.0,122.0
5.0,PURBA BARDHAMAN,220,Apply - WBSSP Application ,17,0.0,123.0
5.0,PURBA BARDHAMAN,467,Apply - Withdrawal of Application,17,0.0,123.0
5.0,PURBA BARDHAMAN,385,Download - Certificate of Fertilizer License,16,0.0,124.0
5.0,PURBA BARDHAMAN,398,Apply - Recognition of Service Providers,16,0.0,124.0
5.0,PURBA BARDHAMAN,174,Search - Mass Education & Library Related Schemes Information,15,0.0,125.0
5.0,PURBA BARDHAMAN,282,Search - Working Women Hostel Information,15,0.0,125.0
5.0,PURBA BARDHAMAN,291,Apply - Post-Matric Scholarship Under Talent Support Programme (TSP) Application ,15,0.0,125.0
5.0,PURBA BARDHAMAN,403,Apply - WBFDC Property Booking,15,0.0,125.0
5.0,PURBA BARDHAMAN,102,Search - Cooperative information,14,0.0,126.0
5.0,PURBA BARDHAMAN,182,Apply - Construction of Boundary Wall,14,0.0,126.0
5.0,PURBA BARDHAMAN,383,Renewal - Fertilizer License,14,0.0,126.0
5.0,PURBA BARDHAMAN,386,Search - Insecticide License Status ,14,0.0,126.0
5.0,PURBA BARDHAMAN,201,Apply - New Electrical Supervisor License,13,0.0,127.0
5.0,PURBA BARDHAMAN,295,Apply - Merit Scholarship Examination (NMMSE),13,0.0,127.0
5.0,PURBA BARDHAMAN,348,Modify - Minor Change in Existing CE  (only for KMC),13,0.0,127.0
5.0,PURBA BARDHAMAN,384,Search - Fertilizer License Status ,13,0.0,127.0
5.0,PURBA BARDHAMAN,106,Apply - Change of name in Cooperative Society,12,0.0,128.0
5.0,PURBA BARDHAMAN,74,Fertilizer license renewal/modification,11,0.0,129.0
5.0,PURBA BARDHAMAN,89,Register - Online Marketing (Farming),11,0.0,129.0
5.0,PURBA BARDHAMAN,107,Search - Cooperative Society Finance Rules,11,0.0,129.0
5.0,PURBA BARDHAMAN,178,Apply - Educational Loan Application,11,0.0,129.0
5.0,PURBA BARDHAMAN,343,Apply - New License (CE) Application  (only for KMC),11,0.0,129.0
5.0,PURBA BARDHAMAN,415,Apply - Request to Change of Marriage Officer,11,0.0,129.0
5.0,PURBA BARDHAMAN,105,Register - Cooperative Society,10,0.0,130.0
5.0,PURBA BARDHAMAN,167,"Apply - Shops & Establishment, Register - New/ Renewal of Certificate for Registration",10,0.0,130.0
5.0,PURBA BARDHAMAN,248,Apply - Sanction of Water Connection by SJDA,10,0.0,130.0
5.0,PURBA BARDHAMAN,418,Search - Download Certificate of Banglashree Scheme,10,0.0,130.0
5.0,PURBA BARDHAMAN,111,Deed - Certified Copy,9,0.0,131.0
5.0,PURBA BARDHAMAN,347,Apply - Closure of Existing (CE) Application  (only for KMC),9,0.0,131.0
5.0,PURBA BARDHAMAN,497,Apply - Self Certification of Fire Safety,9,0.0,131.0
5.0,PURBA BARDHAMAN,502,Apply - Bhabishyat Credit Card Scheme (WBBCCS),9,0.0,131.0
5.0,PURBA BARDHAMAN,263,Apply - Cooperative Home Registration,9,0.0,131.0
5.0,PURBA BARDHAMAN,78,Renew Insecticide License,8,0.0,132.0
5.0,PURBA BARDHAMAN,153,Search - Transfer Case of Arms License Information,8,0.0,132.0
5.0,PURBA BARDHAMAN,214,Apply - SSC Examination Application,8,0.0,132.0
5.0,PURBA BARDHAMAN,336,KYC for citizen  (only for KMC),8,0.0,132.0
5.0,PURBA BARDHAMAN,496,Search - Discover Your Eligible Schemes,8,0.0,132.0
5.0,PURBA BARDHAMAN,505,Search - Bhabishyat Credit Card Scheme Status (WBBCCS),8,0.0,132.0
5.0,PURBA BARDHAMAN,246,Apply - Sanction of Water Connection by ADDA,7,0.0,133.0
5.0,PURBA BARDHAMAN,247,Apply - Sanction of Water Connection  for Industrial Building in Municipal Areas,7,0.0,133.0
5.0,PURBA BARDHAMAN,296,Search - Entrance Result of Admission in Government ITI,7,0.0,133.0
5.0,PURBA BARDHAMAN,305,Apply - National Talent Search Examination (NTSE),7,0.0,133.0
5.0,PURBA BARDHAMAN,317,Online fee submission in Government ITI,7,0.0,133.0
5.0,PURBA BARDHAMAN,338,Apply - Online Mutation Application (only for KMC),7,0.0,133.0
5.0,PURBA BARDHAMAN,340,Search - Download NOC (only for KMC),7,0.0,133.0
5.0,PURBA BARDHAMAN,79,New Insecticide License,6,0.0,134.0
5.0,PURBA BARDHAMAN,90,Apply e-permit (agrimarket),6,0.0,134.0
5.0,PURBA BARDHAMAN,98,Search - Consumer Rights Information,6,0.0,134.0
5.0,PURBA BARDHAMAN,203,Apply - Contractors License,6,0.0,134.0
5.0,PURBA BARDHAMAN,328,Search - Drainage Demand Print,6,0.0,134.0
5.0,PURBA BARDHAMAN,346,Apply - Defaulter Renewal Application Demand Printing (CE),6,0.0,134.0
5.0,PURBA BARDHAMAN,371,Search - Application Status of Certificate of Non-Forest Land,6,0.0,134.0
5.0,PURBA BARDHAMAN,411,Online Request for Certificate Copy by Citizens,6,0.0,134.0
5.0,PURBA BARDHAMAN,432,Apply - BENFISH Property Booking,6,0.0,134.0
5.0,PURBA BARDHAMAN,176,Apply - Banglashree Scheme,6,0.0,134.0
5.0,PURBA BARDHAMAN,80,Modify  Insecticide License,5,0.0,135.0
5.0,PURBA BARDHAMAN,159,Apply - Lok Prasar Scheme,5,0.0,135.0
5.0,PURBA BARDHAMAN,200,Apply - New Workman Permit,5,0.0,135.0
5.0,PURBA BARDHAMAN,224,Apply - Registration of Candidates for VOCLET,5,0.0,135.0
5.0,PURBA BARDHAMAN,251,Apply - Issuance of Trade License by NKDA,5,0.0,135.0
5.0,PURBA BARDHAMAN,327,Apply - Scholarship of Students with Disabilities,5,0.0,135.0
5.0,PURBA BARDHAMAN,337,Search - Print Duplicate Bill of PD (only for KMC),5,0.0,135.0
5.0,PURBA BARDHAMAN,349,dashboard for online building permit and other eodb related services  (only for KMC),5,0.0,135.0
5.0,PURBA BARDHAMAN,387,Download - Certificate of Insecticide License,5,0.0,135.0
5.0,PURBA BARDHAMAN,401,Online Application for Defaulter Renewal Application,5,0.0,135.0
5.0,PURBA BARDHAMAN,424,Apply  - Post Diploma in Petrochemical and Medical Electronics,5,0.0,135.0
5.0,PURBA BARDHAMAN,312,Search - Counselling Result of Admission in Government ITI,5,0.0,135.0
5.0,PURBA BARDHAMAN,109,Apply - PSC Job Application,4,0.0,136.0
5.0,PURBA BARDHAMAN,217,Apply - NOC for self-financed schools Application,4,0.0,136.0
5.0,PURBA BARDHAMAN,250,Search - SWM Demand Print,4,0.0,136.0
5.0,PURBA BARDHAMAN,252,Apply - Renewal of Trade License by NKDA,4,0.0,136.0
5.0,PURBA BARDHAMAN,324,Apply - Registration of Candidates for JEXPO,4,0.0,136.0
5.0,PURBA BARDHAMAN,370,Apply - Certificate of Non-Forest Land,4,0.0,136.0
5.0,PURBA BARDHAMAN,378,Apply - New Conductor Licence Application ,4,0.0,136.0
5.0,PURBA BARDHAMAN,423,Apply - Diploma in Pharmacy,4,0.0,136.0
5.0,PURBA BARDHAMAN,498,Property Tax (HMC) ,4,0.0,136.0
5.0,PURBA BARDHAMAN,297,Search - Entrance Result of JEXPO,4,0.0,136.0
5.0,PURBA BARDHAMAN,101,Search - Right to Public Services Information,3,0.0,137.0
5.0,PURBA BARDHAMAN,204,Apply - Renewal of Workman Permit,3,0.0,137.0
5.0,PURBA BARDHAMAN,313,Search - Counselling for Result for JEXPO,3,0.0,137.0
5.0,PURBA BARDHAMAN,409,Apply - Filing of Affidavits by Citizen,3,0.0,137.0
5.0,PURBA BARDHAMAN,431,Print - Unpaid Bills of Outstanding LOI ,3,0.0,137.0
5.0,PURBA BARDHAMAN,489,Apply - Grant of Fire License,3,0.0,137.0
5.0,PURBA BARDHAMAN,495,Apply - Form -C under West Bengal Apartment Ownership act 1972,3,0.0,137.0
5.0,PURBA BARDHAMAN,379,Apply - Renewal of Conductor Licence Application ,3,0.0,137.0
5.0,PURBA BARDHAMAN,73,Apply - Fertilizer License Application,2,0.0,138.0
5.0,PURBA BARDHAMAN,120,Apply - Renewal of Fire Safety Certificate,2,0.0,138.0
5.0,PURBA BARDHAMAN,121,Apply - Issuance of Fire Safety Certificate,2,0.0,138.0
5.0,PURBA BARDHAMAN,207,Apply - Permission for Erection of New Lift,2,0.0,138.0
5.0,PURBA BARDHAMAN,208,Apply - New Lift Attendant Authorization,2,0.0,138.0
5.0,PURBA BARDHAMAN,209,Apply - New Lift Owners License,2,0.0,138.0
5.0,PURBA BARDHAMAN,210,Apply - Renewal of Lift Owners License,2,0.0,138.0
5.0,PURBA BARDHAMAN,315,Online fee submission for JEXPO,2,0.0,138.0
5.0,PURBA BARDHAMAN,350,Online application for water tanker,2,0.0,138.0
5.0,PURBA BARDHAMAN,351,Online water connection (domestic),2,0.0,138.0
5.0,PURBA BARDHAMAN,430,Search - Print Unpaid Bills and F/S Bill ,2,0.0,138.0
5.0,PURBA BARDHAMAN,490,Apply - Renewal of Fire License,2,0.0,138.0
5.0,PURBA BARDHAMAN,500,Apply - One-time financial assistance to viable & potentially viable PWCS ,2,0.0,138.0
5.0,PURBA BARDHAMAN,503,Edit - Bhabishyat Credit Card Scheme (WBBCCS) ,2,0.0,138.0
5.0,PURBA BARDHAMAN,309,Apply - Choice Filling of Admission in Government ITI,2,0.0,138.0
5.0,PURBA BARDHAMAN,499,Apply - Support for One Time Settlement (OTS) of NPA Accounts of PWCS,2,0.0,138.0
5.0,PURBA BARDHAMAN,360,Download -License Certificate (e-Parimap),2,0.0,138.0
5.0,PURBA BARDHAMAN,491,Apply - Issuance of Fire Safety Recommendation,2,0.0,138.0
5.0,PURBA BARDHAMAN,99,Register - For e-Parimap ,1,0.0,139.0
5.0,PURBA BARDHAMAN,110,Deed e-Registration,1,0.0,139.0
5.0,PURBA BARDHAMAN,117,Register - Retail Liquor Outlet,1,0.0,139.0
5.0,PURBA BARDHAMAN,281,Apply - Pay Now Rent of Flats of Government Housing,1,0.0,139.0
5.0,PURBA BARDHAMAN,289,Search - Admit Card download & Printing for JEXPO,1,0.0,139.0
5.0,PURBA BARDHAMAN,311,Apply - Counselling of Choice Filling Up for VOCLET,1,0.0,139.0
5.0,PURBA BARDHAMAN,316,Payment - Fee Submission for VOCLET,1,0.0,139.0
5.0,PURBA BARDHAMAN,320,Apply - Provisional Admission for JEXPO,1,0.0,139.0
5.0,PURBA BARDHAMAN,332,Search - Unpaid Water Supply Demand Print,1,0.0,139.0
5.0,PURBA BARDHAMAN,339,online application for mail address change   (only for KMC),1,0.0,139.0
5.0,PURBA BARDHAMAN,486,Apply - Payment of Property Tax at NKDA,1,0.0,139.0
5.0,PURBA BARDHAMAN,487,Apply - Assessment of Property Tax at NKDA,1,0.0,139.0
5.0,PURBA BARDHAMAN,492,Apply - Issuance of Revised Fire Safety Recommendation,1,0.0,139.0
5.0,PURBA BARDHAMAN,493,Apply - Registration of Association of Apartment Owners,1,0.0,139.0
5.0,PURBA BARDHAMAN,494,Apply - Form -B under West Bengal Apartment Ownership act 1972,1,0.0,139.0
5.0,PURBA BARDHAMAN,290,Search - Admit Card Download & Printing for VOCLET,1,0.0,139.0
5.0,PURBA BARDHAMAN,321,Online provisional admission for VOCLET,1,0.0,139.0
6.0,BIRBHUM,352,Apply - eKYC Seeding of Aadhaar with Digital Ration Card,5694,16.7,1.0
6.0,BIRBHUM,127,Search - Application Status of Digital Ration Card Application,3886,11.4,2.0
6.0,BIRBHUM,128,Apply - Aadhaar & Mobile Link with Digital Ration Card,3579,10.5,3.0
6.0,BIRBHUM,6,Caste Certificate,3520,10.4,4.0
6.0,BIRBHUM,408,Search - Status of Application of Swasthya Sathi Card,3356,9.9,5.0
6.0,BIRBHUM,358,Search - Download of e-Ration Card,3045,9.0,6.0
6.0,BIRBHUM,199,Apply - Payment of WBSEDCL Electricity Bill,2716,8.0,7.0
6.0,BIRBHUM,4,Application for Income Certificates,2430,7.1,8.0
6.0,BIRBHUM,382,Status of Application (Krishak Bandhu),2086,6.1,9.0
6.0,BIRBHUM,155,Apply - Submission of Form for Electoral Roll,1724,5.1,10.0
6.0,BIRBHUM,267,Info - Old Age Pension Scheme,1715,5.0,11.0
6.0,BIRBHUM,392,Modify - Add member / FPS of Ration Card Holder,1349,4.0,12.0
6.0,BIRBHUM,156,Apply - Verification of Electoral Roll Online,1043,3.1,13.0
6.0,BIRBHUM,170,Apply - Plot Information,981,2.9,14.0
6.0,BIRBHUM,126,Apply - New Digital Ration Card,801,2.4,15.0
6.0,BIRBHUM,164,Apply - Samajik Suraksha Yojana Application ,729,2.1,16.0
6.0,BIRBHUM,406,Apply- Addition of New Member after Receiving Card (Form â A),727,2.1,17.0
6.0,BIRBHUM,169,Apply - ROR Application ,683,2.0,18.0
6.0,BIRBHUM,367,Search - GRN Information,604,1.8,19.0
6.0,BIRBHUM,393,Search - Schedule Paddy Sale,603,1.8,20.0
6.0,BIRBHUM,69,Apply - Krishak Bandhu Scheme,557,1.6,21.0
6.0,BIRBHUM,405,Modify - Member Name Correction after Receiving Card (Form â C),542,1.6,22.0
6.0,BIRBHUM,64,Search - Bangla Shasya Bima,514,1.5,23.0
6.0,BIRBHUM,131,Apply for Birth & Death Certificate,491,1.4,24.0
6.0,BIRBHUM,86,Search - Price Information,476,1.4,25.0
6.0,BIRBHUM,84,Search  - Kishan Mandi Information,441,1.3,26.0
6.0,BIRBHUM,306,Search - NSAP under Jai Bangla,411,1.2,27.0
6.0,BIRBHUM,172,Search - Property Information,399,1.2,28.0
6.0,BIRBHUM,184,Search - Bangla Awas Yojana,392,1.2,29.0
6.0,BIRBHUM,485,eDistrict Dashboard,391,1.1,30.0
6.0,BIRBHUM,478,Apply - Ordinary Residencial Certificate,384,1.1,31.0
6.0,BIRBHUM,138,Apply - OPD Registration,378,1.1,32.0
6.0,BIRBHUM,22,Apply - Land Revenue (Khajna),363,1.1,33.0
6.0,BIRBHUM,168,Apply - Mutation Application,331,1.0,34.0
6.0,BIRBHUM,357,Payment History - WBSEDCL,296,0.9,35.0
6.0,BIRBHUM,363,Apply - Download and Print Birth Certificate,281,0.8,36.0
6.0,BIRBHUM,275,Apply - Grievance to CMO,277,0.8,37.0
6.0,BIRBHUM,266,Info - Widow Pension Scheme,273,0.8,38.0
6.0,BIRBHUM,137,Apply - Swasthya Sathi Enrolment Certificate New Registration (Form â B),262,0.8,39.0
6.0,BIRBHUM,331,Training Centre details (Paschim Banga Society for Skill Development),235,0.7,40.0
6.0,BIRBHUM,165,Apply - Yuvashree Scheme Application ,232,0.7,41.0
6.0,BIRBHUM,125,Search  - Payment Status of Paddy Sold,217,0.6,42.0
6.0,BIRBHUM,124,Apply - Farmer Registration Paddy Sale,215,0.6,43.0
6.0,BIRBHUM,151,Apply - Local Residence (Domicile) Certificate,212,0.6,44.0
6.0,BIRBHUM,194,Search - Gram Panchayat Tax Payment,201,0.6,45.0
6.0,BIRBHUM,356,Search - Regenerate Receipt of WBSEDCL,189,0.6,46.0
6.0,BIRBHUM,96,Search - Taposali Bandhu Pension Scheme,178,0.5,47.0
6.0,BIRBHUM,364,Apply - Download and Print Death Certificate,160,0.5,48.0
6.0,BIRBHUM,470,Payment - e-Payment Stamp Duty & Registration Fees,148,0.4,49.0
6.0,BIRBHUM,366,Apply - Manabik Pension Scheme (Disability Pension Scheme),147,0.4,50.0
6.0,BIRBHUM,243,Application for mutation of holding in municipality/ Municipal Corporation,145,0.4,51.0
6.0,BIRBHUM,473,Search - Deed By Seller/Buyer/Party Name,141,0.4,52.0
6.0,BIRBHUM,218,Search - Muktidhara Scheme Information ,136,0.4,53.0
6.0,BIRBHUM,187,Search- Nirmal Bangla scheme,128,0.4,54.0
6.0,BIRBHUM,94,Search - Sabuj Sathi Scheme Information,127,0.4,55.0
6.0,BIRBHUM,95,Search - Sikshashree Information,127,0.4,55.0
6.0,BIRBHUM,300,Search - Information about Different Courses (Paschim Banga Society for Skill Development),110,0.3,56.0
6.0,BIRBHUM,476,Apply - Disability Certificate,108,0.3,57.0
6.0,BIRBHUM,192,Application for EWS Certificates,105,0.3,58.0
6.0,BIRBHUM,63,Apply - Bangla Shasya Bima,100,0.3,59.0
6.0,BIRBHUM,407,Modify - Member Deletion after Receiving Card (Form â D),88,0.3,60.0
6.0,BIRBHUM,146,Apply - Swami Vivekananda Scholarship,86,0.3,61.0
6.0,BIRBHUM,272,Apply - Rupashree Prakalpa,86,0.3,61.0
6.0,BIRBHUM,388,Search - Application Status,82,0.2,62.0
6.0,BIRBHUM,233,Apply - Driving Licence,77,0.2,63.0
6.0,BIRBHUM,139,Search - COVID Patient Information,76,0.2,64.0
6.0,BIRBHUM,475,Search - Deed by Deed Number & Query Number ,74,0.2,65.0
6.0,BIRBHUM,185,Search - Anandadhara Scheme,70,0.2,66.0
6.0,BIRBHUM,399,Apply - FPC Enrollment,70,0.2,66.0
6.0,BIRBHUM,404,Search - Blood Bank Information,66,0.2,67.0
6.0,BIRBHUM,188,Search- Samabyathi Scheme Information,62,0.2,68.0
6.0,BIRBHUM,85,Apply - Sufal Bangla Individual Enrollment Form,59,0.2,69.0
6.0,BIRBHUM,484,eChallan,56,0.2,70.0
6.0,BIRBHUM,195,Apply - Online Trade Registration,54,0.2,71.0
6.0,BIRBHUM,88,Search - Price Information of Daily Market,52,0.2,72.0
6.0,BIRBHUM,276,Search - Gitanjali Scheme Information,48,0.1,73.0
6.0,BIRBHUM,480,Apply - Permission for Delayed Registration of Death,47,0.1,74.0
6.0,BIRBHUM,479,Apply - Permission for Delayed Registration of Birth,44,0.1,75.0
6.0,BIRBHUM,1,Search - Application Status of Kanyasree Prakalpa,43,0.1,76.0
6.0,BIRBHUM,474,Search - Deed By Transacted Property Details,43,0.1,76.0
6.0,BIRBHUM,2,Application for Aikyasree Scholarship,42,0.1,77.0
6.0,BIRBHUM,211,Search - Drinking Water Schemes,42,0.1,77.0
6.0,BIRBHUM,368,Application for applying learners licence,40,0.1,78.0
6.0,BIRBHUM,400,Apply - Group Enrollment Form other than FPC,37,0.1,79.0
6.0,BIRBHUM,471,Download- e-Assessment Slip & Print,37,0.1,79.0
6.0,BIRBHUM,174,Search - Mass Education & Library Related Schemes Information,36,0.1,80.0
6.0,BIRBHUM,154,Apply - Gorkha Certificate,35,0.1,81.0
6.0,BIRBHUM,186,Search - Guideline & View Job Card Detail,35,0.1,81.0
6.0,BIRBHUM,416,Search - Download Marriage Certificate,35,0.1,81.0
6.0,BIRBHUM,241,Info - Jai Johar Pension Scheme Application,34,0.1,82.0
6.0,BIRBHUM,472,Application - Refund of e-Payment,34,0.1,82.0
6.0,BIRBHUM,91,Search - Diary Scheme Information,33,0.1,83.0
6.0,BIRBHUM,326,Registration - Micro Irrigation,32,0.1,84.0
6.0,BIRBHUM,477,Apply - Distance Certificate for Students,31,0.1,85.0
6.0,BIRBHUM,334,Apply - Student Credit Card,30,0.1,86.0
6.0,BIRBHUM,354,Payment - Electricity Bill of CESC,30,0.1,86.0
6.0,BIRBHUM,175,Apply - Karma Sathi Prakalpa Scheme,28,0.1,87.0
6.0,BIRBHUM,180,Apply - SHG Loan Application,28,0.1,87.0
6.0,BIRBHUM,468,Apply - Registration of Migrant Workers,28,0.1,87.0
6.0,BIRBHUM,365,Apply - Conversion Application,27,0.1,88.0
6.0,BIRBHUM,111,Deed - Certified Copy,24,0.1,89.0
6.0,BIRBHUM,166,Apply - Unemployment Allowance Application ,24,0.1,89.0
6.0,BIRBHUM,282,Search - Working Women Hostel Information,24,0.1,89.0
6.0,BIRBHUM,483,Registration & Admission,24,0.1,89.0
6.0,BIRBHUM,119,Payment - Tax or Fees,22,0.1,90.0
6.0,BIRBHUM,179,Apply - Fresh Term Loan Application,22,0.1,90.0
6.0,BIRBHUM,482,Search Preferred Colleges & Courses,22,0.1,90.0
6.0,BIRBHUM,198,Apply - New Electricity Connection of LT/HT Application,21,0.1,91.0
6.0,BIRBHUM,140,Search - Blood Test Report,20,0.1,92.0
6.0,BIRBHUM,307,Apply - Approval of Building/Plan,20,0.1,92.0
6.0,BIRBHUM,396,Apply - Pre-Registration Form for Paschim Banga Society for Skill Development(Utkarsh Bangla),20,0.1,92.0
6.0,BIRBHUM,413,Search - Marriage Record,20,0.1,92.0
6.0,BIRBHUM,469,Apply - New e-Requisition Form,20,0.1,92.0
6.0,BIRBHUM,234,Apply - Renewal of Driving Licence,18,0.1,93.0
6.0,BIRBHUM,159,Apply - Lok Prasar Scheme,16,0.0,94.0
6.0,BIRBHUM,481,Apply - Redressal of RTI queries & Tracking,15,0.0,95.0
6.0,BIRBHUM,158, Search - Term Loan Status,14,0.0,96.0
